Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11936,ME,Autonomous Vehicles (AVs) Support,"The [Commission on AVs](https://www.maine.gov/mdot/autonomous-vehicles/)
(Commission) was established to support the testing and deployment of
AVs on public roads in Maine and make recommendations for changes needed
to existing state laws for the purposes of governing AVs. The Commission
must coordinate with state agencies and consult outside experts and the
public for their input on deploying and regulating AVs. The Commission
will deliver an initial report detailing its progress by January 15,
2020, and a final report on its findings by January 15, 2022, to the
Joint Standing Committee on Transportation. The Commission must also
develop a process for authorizing an AV tester to deploy AVs on public
roads.

(Reference [Maine Department of Transportation Rules 800](https://www.maine.gov/sos/cec/rules/17/229/229c800.docx))",2018-03-28 00:00:00 UTC,,FALSE,50,Laws and Regulations,,2018-04-02 18:37:59 UTC,,,,,OTHER,,DREST|OTHER,OTHER,http://legislature.maine.gov/|https://www.maine.gov/sos/cec/rules/17/229/229c800.docx
11939,OR,Electric Vehicle (EV) Adoption Support,"To support the state goal of at least 50,000 EVs registered and
operating in Oregon by 2020, the Zero-Emission Vehicle Working Group
(Working Group) will develop goals and progress metrics for EV adoption.
The Working Group will include representatives from the Departments of
Administrative Services, Energy, Transportation, and Environmental
Quality, and the Oregon Public Utility Commission. The Working Group
will aim to remove barriers to EVs and EV charging stations and share
information about their efforts with the public. For more information,
see the ODOT [Zero Emission Vehicle Working
Group](https://www.oregon.gov/energy/Get-Involved/Pages/ZEVIWG.aspx#:~:text=%E2%80%8B%E2%80%8BThe%20Zero%2DEmission,by%20the%20end%20of%202020.)
and [Go Electric Oregon](https://goelectric.oregon.gov/) websites.
(Reference [Executive
Order](https://www.oregon.gov/gov/Pages/executive-orders.aspx) 17-21,
2017)
",2017-11-06 00:00:00 UTC,,FALSE,43,Laws and Regulations,,2018-04-11 15:45:55 UTC,,,,,ELEC|PHEV,,AIRQEMISSIONS|OTHER,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx
11940,OR,Volkswagen (VW) Settlement Allocation,"The Department Environmental Quality (DEQ), with the Oregon Department
of Transportation (ODOT), Oregon Department of Energy (ODOE), and Oregon
Health Authority Public Health Division, engaged stakeholders and
received public comments to inform the development of a plan to leverage
up to 15% of the [VW Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
to support vehicle electrification. The
[plan](https://www.oregon.gov/deq/FilterDocs/VWenviroMitPlanFS.pdf)
includes the development and maintenance of electric vehicle charging
stations, with a focus on rural and low-income communities.

ODOT, with ODOE, DEQ, the Public Utility Commission, and local
governments, must develop proposals for future 30-month investment
periods of Electrify America\'s Zero-Emission Vehicle Investment Plan.
More information can be found on the [Go Electric
Oregon](https://goelectric.oregon.gov/) website.

(Reference [Executive
Order](https://www.oregon.gov/gov/Pages/executive-orders.aspx) 17-21,
2017)
",2017-11-06 00:00:00 UTC,,FALSE,44,Laws and Regulations,,2018-04-11 15:49:40 UTC,,,,,ELEC|PHEV,,AIRQEMISSIONS,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx
11941,OR,Electric Vehicle (EV) Charging Station Building Standards for New Construction,"By July 1, 2022, the Oregon Department of Consumer and Business
Services, Building Code Division, must amend the state building code to
require that 20% of parking spaces at all newly constructed commercial
buildings, multifamily residences with five or more units, and mixed-use
developments have the electrical capacity to support Level 2 EV charging
stations. New residential construction must be able to support the
installation of one Level 2 EV charging stations. (Reference [House
Bill](https://www.oregonlegislature.gov/) 2180, 2021)
",2017-11-06 00:00:00 UTC,2021-09-25 00:00:00 UTC,FALSE,45,Laws and Regulations,,2021-10-11 20:56:42 UTC,,,,,ELEC|PHEV,,BUILD|OTHER,MUD|OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx|https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/
11942,OR,Establishment of Recognition Programs for Electric Vehicle (EV) Adoption,"The Oregon Department of Energy (ODOE) must design and establish
Governor\'s Awards for automobile dealerships to encourage sales of EVs.
ODOE must also design and establish Governor\'s Awards for businesses
and organizations that support EV adoption through installing charging
infrastructure and using EVs in their fleets. More information,
including nomination forms, can be found on the [Go Electric
Oregon](https://goelectric.oregon.gov/) website. (Reference [Executive
Order](https://www.oregon.gov/gov/Pages/executive-orders.aspx) 17-21,
2017)
",2017-11-06 00:00:00 UTC,,FALSE,49,Laws and Regulations,,2018-04-11 15:54:29 UTC,,,,,ELEC|PHEV,,OTHER,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx
11943,OR,Zero-Emission Buses Support,"The Oregon Department of Energy (ODOE), with the Oregon Department of
Transportation (ODOT), Public Utility Commission (PUC), Department of
Environmental Quality (DEQ), and the Department of Education, must
develop tools and provide assistance for school districts considering
zero-emission bus options when replacing school buses.

ODOT, with ODOE, PUC, and DEQ, must develop tools and best practices to
help transit agencies when making decisions about using zero-emission
buses in transit fleets. ODOT must also work with transit agencies,
ODOE, DEQ, and the Oregon Health Authority Public Health Division to
access the environmental, public health, and financial benefits of an
accelerated transition to zero-emission buses. For more information, see
ODOE's [Guide to School Bus
Electrification](https://www.oregon.gov/energy/energy-oregon/Documents/2022-Jan-14-School-Bus-Electrification-Guidebook.pdf)
and the ODOT [Transit Fleet
Electrification](https://www.oregon.gov/odot/rptd/pages/electrification.aspx)
website.

(Reference [Executive Order 17-21, 2017](http://www.oregon.gov/gov/admin/pages/executive-orders.aspx))",2017-11-06 00:00:00 UTC,,FALSE,46,Laws and Regulations,,2018-04-11 16:00:37 UTC,,,,,ELEC,,AIRQEMISSIONS,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx
11944,MN,Electric Vehicle (EV) Wind Energy Promotion - Great River Energy,"Great River Energy's Revolt initiative offers customers the ability to
power an EV with 100% wind energy for the lifetime of the vehicle. The
program requires no additional cost, however standard or off-peak rates
still apply for the electricity used. For more information, see the
Great River Energy [Revolt](https://www.energywisemn.com/revolt)
website.
",,,FALSE,38,Utility/Private Incentives,,2018-04-13 19:30:16 UTC,,,,,ELEC|PHEV,OTHER,,STATION|FLEET|GOV|IND,
11951,WA,Volkswagen (VW) Settlement Allocation,"The Washington State Department of Ecology (Ecology) will work with the
Office of the Governor and state agencies to select projects and
distribute funding to leverage 15% of Washington\'s portion of the [VW
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
for the acquisition, installation, operation, and maintenance of
light-duty zero-emission vehicle charging infrastructure.

Ecology will establish a competitive process to identify and select
projects to fund with the remaining 85% of the appropriation to maximize
total air pollution reduction and health benefits, improve air quality
in areas disproportionately affected by air pollution, leverage
additional matching funds, achieve substantial emission reduction beyond
what would occur absent the funding, accelerate fleet turnover to the
cleanest engines, and accelerate adoption of electric vehicles,
equipment, and vessels. As appropriate, Ecology will work with state
agencies to select projects and distribute funding. For more
information, see the Ecology [VW Enforcement
Action](https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Volkswagen-enforcement-action-grants)
website.
",2018-03-27 00:00:00 UTC,,FALSE,75,Laws and Regulations,,2018-04-24 21:28:51 UTC,,,,,ELEC|HY|PHEV,,AIRQEMISSIONS,OTHER,
11952,ME,Autonomous Vehicle (AV) Testing and Operation Authorization for Municipalities,"Municipalities may enter into a memorandum of agreement with the Maine
Secretary of State, Department of Transportation, and Department of
Professional and Financial Regulation, and Bureau of Insurance to
develop, test, and operate AVs for public transportation use. An AV is
defined as any vehicle that is equipped with a technology that has the
capability to operate the vehicle without the direct control of the
driver. A municipality that conducts an AV pilot must submit a summary
report to the Maine Joint Standing Committee on Transportation
(Committee) by December 1, 2021. Based on these pilots, the Committee
may recommend legislation relating to the deployment of AVs in public
transportation during the Regular Session of the 130th Legislature.

(Reference [Maine Department of Transportation Rules 800](https://www.maine.gov/sos/cec/rules/17/229/229c800.docx))",2018-04-10 00:00:00 UTC,,FALSE,45,Laws and Regulations,,2018-05-04 16:41:36 UTC,2022-03-31 00:00:00 UTC,,,,AUTONOMOUS,,DREST,FLEET|OTHER,http://legislature.maine.gov/|http://www.mainelegislature.org/legis/statutes/|https://www.maine.gov/sos/cec/rules/17/229/229c800.docx
11954,VT,Electric Vehicle (EV) Rebates - Green Mountain Power (GMP),"GMP provides residential and business customers rebates of \$1,500 for
the purchase of a new all-electric vehicle, \$1,000 for the purchase of
a new plug-in hybrid electric vehicle, \$750 for the purchase of used
EVs, and \$500 for the purchase of an electric motorcycle. Customers
with qualifying low and moderate household incomes are eligible for an
additional \$1,000 rebate. EVs must have a manufacturer's suggested
retail price that is less than or equal to \$70,000. For more
information, see the GMP [Electric
Vehicles](https://greenmountainpower.com/rebates-programs/electric-vehicles)
website.
",,,FALSE,22,Utility/Private Incentives,,2019-07-09 16:52:13 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,IND,
11956,GA,Autonomous Vehicle Operation,"A person can operate a fully autonomous vehicle with the automated
driving system engaged without a driver being present in the vehicle, if
the vehicle is in compliance with federal motor vehicle safety standards
and is registered as a fully autonomous vehicle. Other conditions may
apply. (Reference [Georgia Code](https://www.legis.ga.gov/) 40-1-1 and
40-8-11).
",2017-05-08 00:00:00 UTC,,FALSE,57,Laws and Regulations,,2018-05-04 20:47:23 UTC,,,,,AUTONOMOUS,,DREST,IND,http://www.legis.state.ga.us/|http://www.legis.state.ga.us/
11964,NE,Autonomous Vehicle Operation,"A fully autonomous vehicle or a driverless-capable vehicle may operate
without a driver present in the vehicle, if the vehicle is capable of
operating in compliance with traffic and motor safety laws and
regulations, is registered, and is insured. When a driver is present,
the driver must be licensed properly if manual control of the vehicle is
necessary. Other conditions apply. (Reference [Nebraska Revised
Statutes](http://nebraskalegislature.gov/laws/browse-statutes.php)
60-3301 through 60-3311)
",2018-04-23 00:00:00 UTC,,FALSE,43,Laws and Regulations,,2018-05-14 21:45:24 UTC,,,,,AUTONOMOUS,,DREST|REGIS,FLEET|IND,http://nebraskalegislature.gov/laws/browse-statutes.php|https://nebraskalegislature.gov
11968,NJ,Zero Emission Vehicle (ZEV) Deployment Support,"New Jersey joined California, Connecticut, Maine, Maryland,
Massachusetts, New York, Oregon, Rhode Island, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) charging stations and hydrogen fueling
stations, and available information regarding workplace fueling for
ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www.nescaum.org/topics/zero-emission-vehicles) website.
",2018-05-03 00:00:00 UTC,,FALSE,21,Laws and Regulations,,2018-06-25 19:41:39 UTC,,,,,ELEC|HY|PHEV,,AIRQEMISSIONS,OTHER,
